Abrecht,71372,255,0.09
Abrego,5882,5387,2
Abrell,49249,401,0.15
Abrenica,78549,226,0.08
Abreo,40465,509,0.19
Abrera,147095,103,0.04
Abresch,68569,268,0.1
Abreu,2553,13012,4.82
Abrev,94227,180,0.07
Abrew,69636,263,0.1
Abrey,73412,246,0.09
Abrham,117538,137,0.05
Abriam,138741,111,0.04
Abrica,74398,242,0.09
Abriel,149328,101,0.04
Abrigo,38464,541,0.2
Abril,14432,1898,0.7
Abriola,98298,171,0.06
Abrishami,124872,127,0.05
Abro,54152,357,0.13
Abrom,88083,196,0.07
Abromaitis,110523,148,0.05
Abron,25633,904,0.34
Abruscato,86657,200,0.07
Abruzzese,39240,528,0.2
Abruzzi,88083,196,0.07
Abruzzino,109328,150,0.06
Abruzzo,26239,876,0.32
Abry,137816,112,0.04
Absalom,87729,197,0.07
Absalon,98298,171,0.06
Abshear,69201,265,0.1
Absher,9221,3254,1.21
Abshere,91404,187,0.07
Abshier,28912,774,0.29
Abshire,6734,4616,1.71
Abson,79394,223,0.08
Absten,128797,122,0.05
Abston,12976,2166,0.8
Abt,19232,1305,0.48
Abtahi,94676,179,0.07
Abts,32984,655,0.24
Abu,51119,383,0.14
Abuali,91801,186,0.07
Abuan,51233,382,0.14
Abubakar,67725,272,0.1
Abubaker,74398,242,0.09
Abud,68782,267,0.1
Abueg,60706,310,0.11
Abuel,121780,131,0.05
Abuelhawa,134037,116,0.04
Abughannam,134037,116,0.04
Abughazaleh,147095,103,0.04
Abuhamdeh,105905,156,0.06
Abukar,65133,285,0.11
Abulencia,121058,132,0.05
Abundes,70052,261,0.1
Abundez,47210,423,0.16
Abundis,19313,1298,0.48
Abundiz,36672,575,0.21
Abundo,105374,157,0.06
Aburto,16293,1628,0.6
Abushanab,124872,127,0.05
Abut,148244,102,0.04
Abutin,91404,187,0.07
Abuzaid,150436,100,0.04
Aby,80812,218,0.08
Aca,105374,157,0.06
Acacio,81414,216,0.08
Academia,116123,139,0.05
Acain,108153,152,0.06
Acampora,29016,770,0.29
Acanfora,126400,125,0.05
Acar,94227,180,0.07
Acasio,87348,198,0.07
Acayan,141788,108,0.04
Accardi,16960,1546,0.57
Accardo,20436,1208,0.45
Accetta,33142,651,0.24
Accettura,92601,184,0.07
Accetturo,101654,164,0.06
Acchione,112967,144,0.05
Acciardo,115489,140,0.05
Acciari,135837,114,0.04
Acciavatti,103706,160,0.06
Accime,147095,103,0.04
Accius,141788,108,0.04
Accola,53047,366,0.14
Accomando,42604,479,0.18
Accord,138741,111,0.04
Accordino,53047,366,0.14
Accornero,99214,169,0.06
Accorsi,107038,154,0.06
Accurso,33471,643,0.24
Ace,22745,1054,0.39
Acebal,79958,221,0.08
Acebedo,28617,784,0.29
Acebo,40552,508,0.19
Acedo,23547,1005,0.37
Acee,109328,150,0.06
Aceituno,35003,610,0.23
Acello,142819,107,0.04
Acencio,94227,180,0.07
Acer,149328,101,0.04
Aceret,115489,140,0.05
Acero,21039,1164,0.43
Acerra,43232,471,0.17
Aceti,127948,123,0.05
Aceto,21054,1163,0.43
Aceuedo,107038,154,0.06
Acevado,133114,117,0.04
Acevedo,824,38232,14.17
Aceves,4378,7502,2.78
Acevez,57985,328,0.12
Acey,33333,646,0.24
Acfalle,108734,151,0.06
Ach,86341,201,0.07
Acha,60390,312,0.12
Achacoso,141788,108,0.04
Achan,116835,138,0.05
Acharya,29516,754,0.28
Achatz,49159,402,0.15
Achberger,150436,100,0.04
Ache,100663,166,0.06
Acheampong,44350,457,0.17
Achee,38644,538,0.2
Achelpohl,138741,111,0.04
Achen,62577,299,0.11
Achenbach,17671,1464,0.54
Acher,144908,105,0.04
Acheson,14243,1933,0.72
Achey,27562,823,0.31
Achille,35666,596,0.22
Achilles,34399,623,0.23
Achilli,126400,125,0.05
Achim,112967,144,0.05
Achin,82019,214,0.08
Achkar,142819,107,0.04
Achman,103193,161,0.06
Acho,104257,159,0.06
Achong,113519,143,0.05
Achor,48380,410,0.15
Achord,33090,652,0.24
Achorn,47735,417,0.15
Achs,119644,134,0.05
Achten,78838,225,0.08
Achtenberg,131366,119,0.04
Achter,62577,299,0.11
Achterberg,38890,534,0.2
Achterhof,71372,255,0.09
Achuff,61376,306,0.11
Achziger,64385,289,0.11
Acidera,125639,126,0.05
Acierno,32488,667,0.25
Acierto,67725,272,0.1
Acio,118236,136,0.05
Acitelli,143847,106,0.04
Acito,66274,279,0.1
Ackah,149328,101,0.04
Ackel,85643,203,0.08
Ackels,78838,225,0.08
Ackelson,87729,197,0.07
Acken,97848,172,0.06
Acker,3198,10273,3.81
Ackerberg,132259,118,0.04
Ackeret,82019,214,0.08
Ackerknecht,150436,100,0.04
Ackerland,96480,175,0.06
Ackerley,46678,429,0.16
Ackerly,36531,578,0.21
Ackerman,1300,24862,9.22
Ackermann,12553,2264,0.84
Ackers,47735,417,0.15
Ackerson,9365,3191,1.18
Ackert,37986,549,0.2
Ackey,99725,168,0.06
Ackins,144908,105,0.04
Ackison,114166,142,0.05
Ackiss,93006,183,0.07
Ackland,46678,429,0.16
Acklen,81700,215,0.08
Ackler,116123,139,0.05
Ackles,31126,705,0.26
Ackley,4702,6895,2.56
Acklin,13717,2027,0.75
Ackman,18324,1396,0.52
Ackmann,72022,252,0.09
Ackroyd,37788,553,0.2
Acks,127948,123,0.05
Aclan,146011,104,0.04
Acob,65862,281,0.1
Acoba,37094,566,0.21
Acocella,42677,478,0.18
Acock,78326,227,0.08
Acoff,36381,581,0.22
Acomb,67317,274,0.1
Acon,127948,123,0.05
Acor,78035,228,0.08
Acord,8723,3468,1.29
Acorda,91801,186,0.07
Acorn,65862,281,0.1
Acors,66676,277,0.1
Acosta,377,76477,28.35
Acott,146011,104,0.04
Acox,102691,162,0.06
Acquafredda,93427,182,0.07
Acquah,82691,212,0.08
Acquard,93006,183,0.07
Acquavella,94676,179,0.07
Acquaviva,28283,796,0.3
Acquaye,123314,129,0.05
Acquilano,147095,103,0.04
Acquista,86341,201,0.07
Acquistapace,81100,217,0.08
Acquisto,69636,263,0.1
Acra,71610,254,0.09
Acre,29964,739,0.27
Acree,7129,4322,1.6
Acreman,59147,320,0.12
Acres,24368,963,0.36
Acrey,43290,470,0.17
Acri,38587,539,0.2
Acs,103193,161,0.06
Actis,96918,174,0.06
Actkinson,109915,149,0.06
Acton,6674,4666,1.73
Acuff,11632,2475,0.92
Acuna,2650,12537,4.65
Acunto,147095,103,0.04
Acup,117538,137,0.05
Acy,45403,444,0.16
Ada,54643,353,0.13
Adachi,27289,833,0.31
Adair,1834,17969,6.66
Adajar,134929,115,0.04
Adakai,108153,152,0.06
Adam,2704,12209,4.53
Adama,98770,170,0.06
Adamaitis,127948,123,0.05
Adamany,143847,106,0.04
Adamchak,113519,143,0.05
Adamchick,134929,115,0.04
Adamcik,42757,477,0.18
Adamczak,39824,519,0.19
Adamczyk,10696,2741,1.02
Adame,2791,11848,4.39
Adamec,39885,518,0.19
Adamek,18938,1333,0.49
Adames,9125,3288,1.22
Adametz,76946,232,0.09
Adamez,103193,161,0.06
Adami,28166,800,0.3
Adamiak,59293,319,0.12
Adamian,67936,271,0.1
Adamic,51233,382,0.14
Adamich,114852,141,0.05
Adamick,56826,336,0.12
Adamiec,107038,154,0.06
Adamietz,97384,173,0.06
Adamik,48963,404,0.15
Adamitis,104819,158,0.06
Adamkiewicz,79115,224,0.08
Adamo,8660,3496,1.3
Adamonis,83004,211,0.08
Adamopoulos,81100,217,0.08
Adamos,83618,209,0.08
Adamov,127948,123,0.05
Adamovich,54766,352,0.13
Adamowicz,40465,509,0.19
Adamowski,94676,179,0.07
Adams,39,413086,153.13
Adamsen,127948,123,0.05
Adamski,8374,3629,1.35
Adamsky,67317,274,0.1
Adamson,2065,16080,5.96
Adamu,134037,116,0.04
Adamus,72717,249,0.09
Adamy,61376,306,0.11
Adamyan,88083,196,0.07
Adan,11476,2517,0.93
Adank,74164,243,0.09
Adans,96033,176,0.07
Adao,85996,202,0.07
Adar,117538,137,0.05
Adas,81100,217,0.08
Adato,137816,112,0.04
Adauto,90652,189,0.07
Adaway,57849,329,0.12
Aday,18188,1411,0.52
Adaya,115489,140,0.05
Adcock,2647,12550,4.65
Adcox,13469,2072,0.77
Addabbo,98770,170,0.06
Addae,132259,118,0.04
Addai,101157,165,0.06
Addair,32267,673,0.25
Addamo,146011,104,0.04
Addams,44895,450,0.17
Addante,81100,217,0.08
Addario,66476,278,0.1
Adden,127948,123,0.05
Addeo,39756,520,0.19
Adderley,25098,927,0.34
Adderly,38035,548,0.2
Adderson,132259,118,0.04
Addesa,123314,129,0.05
Addessi,78326,227,0.08
Addesso,61207,307,0.11
Addi,114852,141,0.05
Addicks,60557,311,0.12
Addicott,67113,275,0.1
Addie,31085,706,0.26
Addiego,83004,211,0.08
Addington,6355,4933,1.83
Addis,8911,3378,1.25
Addison,2019,16474,6.11
Addleman,36956,569,0.21
Addler,130443,120,0.04
Addley,127948,123,0.05
Addo,33142,651,0.24
Addona,90252,190,0.07
Addonizio,54269,356,0.13
Addotta,112365,145,0.05
Adducci,88825,194,0.07
Adduci,39444,525,0.19
Addy,11416,2532,0.94
Ade,20311,1218,0.45
Adebayo,47654,418,0.15
Adebiyi,118954,135,0.05
Adedeji,85996,202,0.07
Adee,39824,519,0.19
Adegoke,124109,128,0.05
Adekoya,97848,172,0.06
Adekunle,90252,190,0.07
Adel,43629,466,0.17
Adelberg,72717,249,0.09
Adeleke,81100,217,0.08
Adeleye,97384,173,0.06
Adelhardt,90252,190,0.07
Adelizzi,78838,225,0.08
Adell,31426,697,0.26
Adelman,7556,4060,1.51
Adelmann,31202,703,0.26
Adelmeyer,105374,157,0.06
Adelmund,113519,143,0.05
Adels,131366,119,0.04
Adelsberg,130443,120,0.04
Adelsberger,45149,447,0.17
Adelson,20152,1230,0.46
Adelsperger,74957,240,0.09
Adelstein,45227,446,0.17
Adem,61058,308,0.11
Adema,51680,378,0.14
Ademi,85643,203,0.08
Aden,10591,2777,1.03
Adeniji,82691,212,0.08
Adeniran,100663,166,0.06
Adeniyi,76946,232,0.09
Adent,109915,149,0.06
Adeoye,99214,169,0.06
Adepoju,125639,126,0.05
Ader,18153,1414,0.52
Aderhold,33169,650,0.24
Aderholdt,84968,205,0.08
Aderholt,25466,912,0.34
Aderman,41522,494,0.18
Adermann,133114,117,0.04
Aders,53556,362,0.13
Aderson,104819,158,0.06
Ades,29181,765,0.28
Adesanya,93006,183,0.07
Adesina,85297,204,0.08
Adessa,111740,146,0.05
Adesso,86657,200,0.07
Adetunji,134929,115,0.04
Adewale,119644,134,0.05
Adewole,144908,105,0.04
Adewumi,147095,103,0.04
Adewunmi,148244,102,0.04
Adey,52935,367,0.14
Adeyemi,43290,470,0.17
Adeyemo,78035,228,0.08
Adeyeye,124109,128,0.05
Adeyinka,150436,100,0.04
Adgate,65862,281,0.1
Adger,24969,934,0.35
Adgerson,104257,159,0.06
Adham,113519,143,0.05
Adhami,107038,154,0.06
Adhikari,65492,283,0.1
Adi,63812,292,0.11
Adib,110523,148,0.05
Adibi,139757,110,0.04
Adickes,65133,285,0.11
Adie,61544,305,0.11
Adigun,121058,132,0.05
Adil,81700,215,0.08
Adili,124872,127,0.05
Adin,146011,104,0.04
Adinolfi,29142,766,0.28
Adipietro,133114,117,0.04
Adis,140756,109,0.04
Adison,101654,164,0.06
Adix,124109,128,0.05
Adjei,38263,544,0.2
Adjemian,121780,131,0.05
Adjutant,109328,150,0.06
Adkerson,72717,249,0.09
Adkin,80502,219,0.08
Adkins,408,71528,26.52
Adkinson,12793,2210,0.82
Adkison,9945,2993,1.11
Adkisson,10172,2911,1.08
Adlam,73931,244,0.09
Adlawan,123314,129,0.05
Adle,73931,244,0.09
Adleman,75466,238,0.09
Adler,2041,16305,6.04
Adley,32703,662,0.25
Adlington,127948,123,0.05
Admas,121058,132,0.05
Admire,22322,1077,0.4
Adnan,88083,196,0.07
Adner,150436,100,0.04
Adney,29840,743,0.28
Adolf,28256,797,0.3
Adolfo,67317,274,0.1
Adolfson,78549,226,0.08
Adolph,14612,1868,0.69
Adolphe,51809,377,0.14
Adolphsen,84631,206,0.08
Adolphson,29142,766,0.28
Adolphus,59611,317,0.12
Adom,149328,101,0.04
Adomaitis,69854,262,0.1
Adomako,149328,101,0.04
Adon,73412,246,0.09
Adona,66878,276,0.1
Adonis,66676,277,0.1
Adore,119644,134,0.05
Adorjan,116835,138,0.05
Adornato,92217,185,0.07
Adornetto,62046,302,0.11
Adorno,9410,3171,1.18
Adragna,27475,826,0.31
Adreon,100663,166,0.06
Adrian,6036,5244,1.94
Adriance,41722,491,0.18
Adriani,146011,104,0.04
Adriano,23372,1015,0.38
Adrianse,134037,116,0.04
Adrianson,119644,134,0.05
Adrianzen,131366,119,0.04
Adriatico,118236,136,0.05
Adrien,48380,410,0.15
Adrion,96480,175,0.06
Adrover,137816,112,0.04
Adside,84968,205,0.08
Adsit,22706,1056,0.39
Adsitt,97848,172,0.06
Adson,116123,139,0.05
Adu,51945,376,0.14
Adubato,97384,173,0.06
Aduddell,54643,353,0.13
Aduna,140756,109,0.04
Adusei,119644,134,0.05
Adusumilli,127948,123,0.05
Advani,39499,524,0.19
Adviento,101157,165,0.06
Advincula,38992,532,0.2
Adwell,39756,520,0.19
Ady,35522,599,0.22
Adzima,84631,206,0.08
Aebersold,67725,272,0.1
Aebi,67936,271,0.1
Aebischer,82344,213,0.08
Aebly,114166,142,0.05
Aeby,142819,107,0.04
Aedo,104257,159,0.06
Aegerter,55376,347,0.13
Aeh,141788,108,0.04
Aeilts,121780,131,0.05
Aeling,130443,120,0.04
Aemisegger,105905,156,0.06
Aemmer,122534,130,0.05
Aeppli,114166,142,0.05
Aerni,65298,284,0.11
Aerts,41522,494,0.18
Aery,63297,295,0.11
Aeschbacher,82691,212,0.08
Aeschleman,131366,119,0.04
Aeschliman,25591,906,0.34
Aeschlimann,74675,241,0.09
Aesoph,137816,112,0.04
Afable,64572,288,0.11
Afalava,124109,128,0.05
Afanador,33563,641,0.24
Afdahl,121058,132,0.05
Afework,114852,141,0.05
Affatato,107038,154,0.06
Affeld,123314,129,0.05
Affeldt,34259,626,0.23
Affholter,102173,163,0.06
Affinito,46758,428,0.16
Affleck,32302,672,0.25
Afflerbach,62396,300,0.11
Afflick,89549,192,0.07
Afflitto,103193,161,0.06
Affolder,95567,177,0.07
Affolter,32227,674,0.25
Affonso,78035,228,0.08
Affronti,82344,213,0.08
Affrunti,69428,264,0.1
Afful,146011,104,0.04
Affuso,131366,119,0.04
Afghani,135837,114,0.04
Afif,122534,130,0.05
Afifi,68973,266,0.1
Aflague,109915,149,0.06
Aflleje,135837,114,0.04
Afman,142819,107,0.04
Afoa,90652,189,0.07
Afolabi,65133,285,0.11
Afong,128797,122,0.05
Afonin,131366,119,0.04
Afonso,22481,1068,0.4
Afram,118236,136,0.05
Afrasiabi,134929,115,0.04
Afre,144908,105,0.04
Africa,44738,452,0.17
Africano,70273,260,0.1
Afridi,63812,292,0.11
Afriyie,85297,204,0.08
Afsar,122534,130,0.05
Afshar,27028,843,0.31
Afshari,62396,300,0.11
Aftab,62775,298,0.11
Aftanas,124872,127,0.05
Afton,76700,233,0.09
Afu,124872,127,0.05
Afzal,25221,922,0.34
Afzali,67522,273,0.1
Aga,54020,358,0.13
Agado,84968,205,0.08
Agag,144908,105,0.04
Agahi,136783,113,0.04
Agajanian,77472,230,0.09
Agan,12778,2216,0.82
Aganon,85643,203,0.08
Agans,46523,431,0.16
Agapay,92601,184,0.07
Agapito,70052,261,0.1
Agar,22212,1084,0.4
Agaran,148244,102,0.04
Agard,21069,1162,0.43
Agarwal,11523,2504,0.93
Agarwala,110523,148,0.05
Agas,92217,185,0.07
Agate,43875,463,0.17
Agatep,84310,207,0.08
Agati,101654,164,0.06
Agaton,96918,174,0.06
Agazaryan,107038,154,0.06
Agazzi,138741,111,0.04
Agbay,121780,131,0.05
Agbayani,27562,823,0.31
Agbo,135837,114,0.04
Agboola,103193,161,0.06
Agbulos,111119,147,0.05
Agbunag,148244,102,0.04
Agcaoili,31658,690,0.26
Agdeppa,92601,184,0.07
Age,47120,424,0.16
Agee,3126,10595,3.93
Agel,108734,151,0.06
Agema,107038,154,0.06
Agen,57252,333,0.12
Agena,44273,458,0.17
Agenbroad,98770,170,0.06
Agenor,107565,153,0.06
Agens,70273,260,0.1
Agent,31884,684,0.25
Ager,18077,1422,0.53
Agers,52077,375,0.14
Agerter,134929,115,0.04
Agerton,49767,396,0.15
Agey,111119,147,0.05
Aggarwal,18634,1363,0.51
Aggas,105905,156,0.06
Aggeler,149328,101,0.04
Aggen,70473,259,0.1
Agger,111740,146,0.05
Aggers,77472,230,0.09
Aggison,131366,119,0.04
